"","GC026126","GC026129","GC026123","GC026124","GC026127","GC026130"
"CACNA1C-IT1",0,0,0,0,0,0
"CACNA1C-IT2",0,0,0,0,0,0
"CACNA1C-IT3",0,0,0,0,0,0
"CACNA1D",279,204,280,152,206,199
"CACNA1E",23,34,20,2,4,0
"CACNA1F",67,72,94,105,71,62
"CACNA1G",2,0,2,0,2,0
"CACNA1G-AS1",0,0,0,0,0,0
"CACNA1H",100,182,101,24,47,27
"CACNA1I",151,121,145,55,20,17
"CACNA1S",0,0,0,0,0,0
"CACNA2D1",4,1,0,0,0,4
"CACNA2D2",388,432,501,180,144,205
"CACNA2D3",16,90,61,67,13,5
"CACNA2D3-AS1",0,0,0,0,0,0
"CACNA2D4",20,18,33,103,13,18
"CACNB1",292,267,306,185,148,108
"CACNB2",1,12,2,0,6,0
"CACNB3",459,619,596,647,296,299
"CACNB4",347,287,274,823,528,786
"CACNG1",0,0,0,0,0,0
"CACNG2",0,0,0,0,2,1
"CACNG3",0,0,0,0,0,0
"CACNG4",1,0,1,30,1,3
"CACNG5",0,0,0,0,0,1
"CACNG6",10,18,2,0,0,0
"CACNG7",0,0,0,0,0,0
"CACNG8",153,258,117,9,105,31
"CACTIN",455,423,429,432,249,223
"CACTIN-AS1",10,4,3,7,3,5
"CACUL1",618,585,652,794,326,432
"CACYBP",362,553,416,724,347,504
"CACYBPP1",0,0,0,0,0,0
"CACYBPP2",0,0,0,0,0,0
"CACYBPP3",3,0,0,0,0,0
"CAD",538,616,729,575,386,426
"CADM1",2074,1674,2979,5219,2672,3335
"CADM2",35,2,14,0,3,131
"CADM2-AS1",0,0,0,0,0,0
"CADM2-AS2",0,0,0,0,0,0
"CADM3",21,3,8,6656,1273,5036
"CADM3-AS1",0,0,0,15,0,13
"CADM4",1733,2177,2197,1746,1024,1019
"CADPS",1,1,3,15,0,1
"CADPS2",332,473,643,718,463,787
"CAGE1",3,2,2,1,0,0
"CAHM",12,17,16,16,6,4
"CALB1",3,0,1,0,1,0
"CALB2",2,1,0,11,0,6
"CALCA",0,0,0,0,0,0
"CALCB",0,0,0,0,0,0
"CALCOCO1",1983,2548,2452,2313,1136,1008
"CALCOCO2",1655,1967,1472,4101,2496,2292
"CALCP",0,0,0,0,0,0
"CALCR",0,0,0,11,0,7
"CALCRL",0,1,2,5,0,2
"CALD1",4442,4977,5926,11583,5758,8241
"CALHM1",0,0,0,0,0,0
"CALHM2",152,146,169,257,123,89
"CALHM3",0,0,0,3,0,0
"CALM1",2441,2332,2439,5462,2064,3338
"CALM1P1",0,0,0,0,0,0
"CALM1P2",0,0,0,0,0,0
"CALM2",2453,1818,2277,5126,1748,2941
"CALM2P1",0,0,0,0,0,0
"CALM2P2",0,0,0,0,0,2
"CALM2P3",1,0,0,0,0,4
"CALM2P4",0,0,0,0,0,0
"CALM3",2673,2587,3222,2643,1211,1318
"CALML3",12,2,0,0,0,0
"CALML3-AS1",3,1,1,1,0,0
"CALML4",22,40,23,110,39,58
"CALML5",10,1,0,3,0,0
"CALML6",9,6,26,35,15,13
"CALN1",4,6,7,3,5,2
"CALR",5250,8140,14701,8200,3053,3889
"CALR3",1,1,2,7,0,4
"CALR4P",2,1,2,0,0,0
"CALU",2003,1353,2056,2604,822,1233
"CALY",110,118,147,26,21,23
"CAMK1",188,211,220,236,74,103
"CAMK1D",233,161,318,883,209,330
"CAMK1G",7,3,12,5,1,0
"CAMK2A",0,0,0,0,0,0
"CAMK2B",1,1,0,0,0,2
"CAMK2D",473,295,264,271,158,165
"CAMK2G",788,630,788,1038,597,599
"CAMK2N1",200,362,230,344,47,90
"CAMK2N2",32,48,34,53,10,20
"CAMK4",0,0,1,4,3,1
"CAMKK1",183,295,239,178,49,57
"CAMKK2",486,456,523,650,427,447
"CAMKMT",111,85,73,103,55,80
"CAMKV",0,0,0,0,0,0
"CAMLG",875,999,790,918,379,493
"CAMP",3,2,0,1,0,0
"CAMSAP1",533,714,631,551,366,330
"CAMSAP2",559,683,692,913,657,693
"CAMSAP3",330,374,406,234,144,108
"CAMTA1",425,416,330,462,177,244
"CAMTA1-IT1",5,2,10,3,2,0
"CAMTA2",715,946,791,720,573,420
"CAND1",1138,1327,1270,2342,1370,1411
"CAND2",166,81,144,115,72,70
"CANT1",625,784,871,729,398,360
"CANX",8580,12876,14235,11740,7424,9062
"CAP1",3879,2734,3600,3807,1708,2319
"CAP1P2",1,2,0,5,0,3
"CAP2",325,329,460,529,208,430
"CAP2P1",0,0,0,0,0,0
"CAPG",165,107,161,306,39,108
"CAPN1",1657,1605,1932,1433,675,677
"CAPN10",350,404,408,387,264,172
"CAPN10-AS1",49,74,52,33,25,20
"CAPN11",5,3,8,13,14,13
"CAPN12",14,64,91,124,93,29
"CAPN13",22,215,21,0,0,0
"CAPN14",6,11,12,5,1,3
"CAPN15",519,635,441,476,294,210
"CAPN2",4059,4050,5580,5806,3537,4071
"CAPN3",6,7,18,7,5,3
"CAPN5",274,143,430,267,142,171
"CAPN6",1312,100,1637,4087,1092,1788
"CAPN7",794,760,694,874,570,726
"CAPN8",12,2,3,0,4,0
"CAPN9",9,1,14,11,3,2
"CAPNS1",4534,5753,4859,5576,1923,2166
"CAPNS1P1",0,0,0,0,0,0
"CAPNS2",0,1,0,4,0,0
"CAPRIN1",1949,2313,2176,2960,1610,1961
"CAPRIN2",545,482,545,669,303,284
"CAPS",315,266,476,457,208,194
"CAPS2",55,62,53,69,63,56
"CAPSL",1,0,0,0,0,0
"CAPZA1",845,670,675,1291,589,801
"CAPZA2",1189,1131,1118,1854,814,1155
"CAPZA3",0,0,0,0,0,0
"CAPZB",2016,1953,1948,2739,1002,981
"CARD10",49,36,59,66,21,43
"CARD11",4,1,1,41,4,15
"CARD14",1,5,1,0,1,2
"CARD16",0,0,0,32,0,15
"CARD17",0,0,0,0,0,0
"CARD18",0,0,0,0,0,0
"CARD19",352,510,425,457,204,175
"CARD6",6,37,24,101,20,35
"CARD8",142,197,196,233,141,141
"CARD8-AS1",3,1,0,65,3,26
"CARD9",151,168,190,236,141,116
"CARF",189,186,211,224,173,188
"CARHSP1",3490,4322,3276,1070,632,571
"CARKD",784,862,881,935,542,663
"CARM1",514,340,567,438,228,185
"CARM1P1",2,0,0,0,2,0
"CARNMT1",114,99,106,155,107,82
"CARNS1",17,11,24,8,15,2
"CARS",637,621,637,563,350,349
"CARS-AS1",0,0,0,0,0,0
"CARS2",352,342,352,670,342,349
"CARSP1",0,0,0,0,0,0
"CARSP2",0,0,0,0,0,0
"CARTPT",0,0,0,0,0,0
"CASC1",73,103,95,32,45,14
"CASC10",81,108,74,749,516,472
"CASC11",1,0,3,5,2,0
"CASC15",5,2,7,15,1,13
"CASC16",5,0,1,2,0,4
"CASC17",0,0,0,0,0,0
"CASC18",0,1,0,13,7,6
"CASC19",0,0,0,0,0,0
"CASC2",67,94,59,54,39,87
"CASC20",0,0,0,0,0,0
"CASC21",0,2,0,0,0,0
"CASC22",0,0,0,0,0,0
"CASC23",0,0,0,0,0,0
"CASC3",1033,1457,1351,2032,1157,1203
"CASC4",2071,2477,2189,2858,1524,2394
"CASC4P1",0,0,0,0,0,0
"CASC5",11,9,4,16,11,19
"CASC6",0,0,0,0,0,0
"CASC8",0,0,0,1,0,0
"CASC9",0,0,0,0,0,0
"CASD1",206,250,189,372,253,384
"CASK",496,527,703,431,376,383
"CASK-AS1",0,0,0,0,0,0
"CASKIN1",216,405,403,254,253,168
"CASKIN2",600,846,728,771,624,494
"CASKP1",0,0,0,0,0,0
"CASP1",30,21,36,192,11,61
"CASP10",161,187,177,218,229,167
"CASP12",9,16,4,7,7,18
"CASP14",0,1,0,0,1,0
"CASP16P",0,0,1,0,0,0
"CASP1P1",0,0,0,0,0,0
"CASP1P2",0,0,0,0,0,0
"CASP2",227,277,247,359,169,120
"CASP3",190,187,168,417,142,174
"CASP3P1",0,0,0,0,0,0
"CASP4",409,495,555,498,116,201
"CASP5",0,1,0,0,0,3
"CASP6",88,58,75,155,31,48
"CASP7",301,338,310,452,304,239
"CASP8",163,187,224,356,153,185
"CASP8AP2",115,168,143,230,156,243
"CASP9",311,365,288,550,368,303
"CASQ1",0,0,2,3,3,3
"CASQ2",0,0,0,0,0,0
"CASR",0,0,0,0,0,0
"CASS4",0,0,1,7,1,1
"CAST",2772,3050,2780,3007,1426,2303
"CASZ1",38,51,44,15,6,5
"CAT",369,289,342,334,179,177
"CATIP",28,47,55,42,20,32
"CATIP-AS1",13,16,17,12,4,6
"CATIP-AS2",2,3,6,0,4,4
"CATSPER1",1,0,2,9,3,0
"CATSPER2",32,29,27,18,46,33
"CATSPER2P1",14,18,20,19,12,14
"CATSPER3",4,6,12,5,1,2
"CATSPER4",1,0,2,5,2,1
"CATSPERB",1,0,6,0,1,2
"CATSPERD",0,0,0,0,0,0
"CATSPERG",37,35,27,15,23,20
"CAV1",1934,1311,2819,6505,3677,5075
"CAV2",457,475,566,1019,582,854
"CAV3",5,24,2,12,173,32
"CBARP",78,169,104,130,42,49
"CBFA2T2",537,575,663,480,360,333
"CBFA2T3",22,33,38,15,7,4
"CBFB",287,233,190,314,135,201
"CBL",410,450,364,506,440,381
"CBLB",250,166,309,566,195,230
"CBLC",22,11,39,15,14,1
"CBLL1",252,252,224,429,168,232
"CBLN1",0,0,0,0,1,2
"CBLN2",0,0,0,0,2,0
"CBLN3",220,167,301,47,34,27
"CBLN4",0,0,0,0,1,0
"CBR1",647,623,718,1162,606,654
"CBR3",27,17,22,55,21,26
"CBR3-AS1",20,13,12,32,25,14
"CBR4",269,303,263,583,258,392
"CBS",54,50,77,27,14,17
"CBSL",2,16,3,0,0,0
"CBWD1",245,217,238,112,110,122
"CBWD2",114,142,91,165,93,175
"CBWD3",10,7,12,5,2,2
"CBWD5",34,39,42,41,30,16
"CBWD7",18,11,12,15,3,9
"CBX1",949,892,979,1272,531,838
"CBX1P1",0,0,0,0,0,0
"CBX1P2",1,0,0,0,0,0
"CBX1P3",0,0,0,1,0,0
"CBX1P4",1,0,0,0,0,1
"CBX1P5",0,0,0,0,0,0
"CBX2",2,1,1,4,2,0
"CBX3",1070,1213,988,1686,682,1180
"CBX3P1",0,1,0,0,0,0
"CBX3P2",42,30,36,29,30,46
"CBX3P3",0,0,0,0,0,0
"CBX3P4",0,0,3,2,0,0
"CBX3P5",0,0,0,0,0,0
"CBX3P6",0,0,0,0,0,0
"CBX3P7",0,0,0,0,0,0
"CBX3P8",0,0,0,0,0,0
"CBX3P9",0,0,0,0,0,0
"CBX4",421,479,397,237,218,171
"CBX5",1971,2632,2143,2614,2137,2473
"CBX5P1",0,0,0,0,0,0
"CBX6",1303,1748,1360,1795,902,926
"CBX7",1406,1690,1829,2316,1298,1428
"CBX8",85,119,67,94,65,61
"CBY1",290,352,313,355,165,174
"CBY3",1,0,2,0,0,0
"CC2D1A",1080,1025,1083,646,559,402
"CC2D1B",853,990,1013,872,413,411
"CC2D2A",747,907,890,1098,658,857
"CC2D2B",0,0,0,0,0,0
"CCAR1",617,629,543,723,508,577
"CCAR2",1816,2175,1791,2050,1272,1074
"CCAT1",0,0,0,5,0,0
"CCAT2",1,0,0,0,0,0
"CCBE1",13,6,5,14,7,1
"CCBL1",64,56,93,81,46,53
"CCBL2",572,511,526,573,281,439
"CCDC102A",217,252,243,322,125,150
"CCDC102B",27,31,24,27,14,14
"CCDC103",13,10,8,0,0,2
"CCDC105",0,0,0,0,0,0
"CCDC106",665,840,823,730,405,366
"CCDC107",305,410,390,448,223,200
"CCDC108",8,7,22,9,12,6
"CCDC109B",162,110,98,127,20,33
"CCDC110",21,10,12,22,14,37
"CCDC112",67,49,55,105,70,76
"CCDC113",519,485,523,272,206,290
"CCDC114",48,210,149,35,27,20
"CCDC115",694,723,856,743,446,400
"CCDC116",0,7,2,0,2,0
"CCDC117",266,310,227,371,129,197
"CCDC11P1",0,0,0,0,0,0
"CCDC12",291,303,274,403,214,194
"CCDC120",518,588,546,381,185,147
"CCDC121",38,37,48,127,85,73
"CCDC122",57,64,77,95,84,114
"CCDC124",746,761,656,662,279,259
"CCDC125",195,217,248,309,170,133
"CCDC126",298,408,306,875,564,760
"CCDC127",352,530,476,574,471,380
"CCDC129",0,0,0,0,0,0
"CCDC13",58,69,62,96,33,39
"CCDC13-AS1",0,0,0,0,0,0
"CCDC130",307,330,309,434,229,198
"CCDC134",53,38,56,48,46,50
"CCDC136",63,54,84,49,35,30
"CCDC137",401,497,335,442,248,223
"CCDC138",48,42,35,68,62,76
"CCDC14",403,306,400,459,246,236
"CCDC140",0,0,0,0,0,0
"CCDC141",113,120,152,575,894,684
"CCDC142",70,104,108,143,74,59
"CCDC144A",5,19,68,17,135,47
"CCDC144B",46,59,21,19,60,35
"CCDC144CP",13,25,12,7,48,31
"CCDC144NL",0,0,0,0,0,0
"CCDC144NL-AS1",2,0,1,0,3,0
"CCDC146",32,41,40,82,31,42
"CCDC148",16,34,31,98,43,59
"CCDC148-AS1",0,0,0,0,0,0
"CCDC149",322,360,283,182,115,76
"CCDC15",24,29,38,20,26,39
"CCDC150",8,9,10,0,2,5
"CCDC150P1",1,2,1,19,14,11
"CCDC151",173,377,183,142,171,100
"CCDC152",27,21,26,58,24,46
"CCDC153",19,36,17,35,27,21
"CCDC154",19,20,20,60,28,17
"CCDC155",1,0,1,4,0,1
"CCDC157",150,166,159,79,63,47
"CCDC158",4,7,12,0,12,23
"CCDC159",42,47,51,104,58,39
"CCDC160",6,9,4,12,5,16
"CCDC162P",13,8,14,2,3,4
"CCDC163P",48,91,127,80,13,36
"CCDC166",0,0,0,0,0,0
"CCDC167",90,123,152,88,76,53
"CCDC168",3,0,0,0,1,0
"CCDC169",3,3,2,6,2,1
"CCDC169-SOHLH2",0,0,0,0,0,0
"CCDC17",16,17,16,5,9,2
"CCDC170",3,10,5,95,33,24
"CCDC171",34,44,45,60,70,57
"CCDC172",0,0,0,0,0,0
"CCDC173",2,9,6,7,5,6
"CCDC174",284,261,304,286,194,246
"CCDC175",0,1,0,0,0,0
"CCDC177",1,0,0,1,0,0
"CCDC178",0,0,0,0,0,0
"CCDC179",0,0,0,0,0,0
"CCDC18",8,17,13,12,10,24
"CCDC180",27,20,30,32,18,16
"CCDC181",90,126,83,111,35,51
"CCDC182",0,0,0,0,0,0
"CCDC183",14,22,21,43,35,16
"CCDC183-AS1",50,77,93,22,26,15
"CCDC184",48,90,42,70,18,36
"CCDC185",0,0,0,0,0,0
"CCDC186",373,433,357,588,360,539
"CCDC187",0,0,1,0,0,0
"CCDC188",47,76,69,74,34,37
"CCDC189",117,148,162,108,72,63
"CCDC190",1,0,0,0,2,0
"CCDC191",98,98,126,136,146,111
"CCDC22",201,235,248,312,154,163
"CCDC24",351,346,459,562,417,343
"CCDC25",1570,1557,1545,1157,660,885
"CCDC26",0,0,0,0,0,0
"CCDC27",0,0,0,0,0,0
"CCDC28A",170,142,193,215,56,98
"CCDC28B",51,75,71,155,50,84
"CCDC3",54,46,44,24,24,31
"CCDC30",73,156,97,111,91,100
"CCDC33",2,1,2,0,0,0
"CCDC34",50,46,71,53,16,63
"CCDC34P1",0,0,0,0,0,0
"CCDC36",27,33,5,21,24,5
"CCDC37-AS1",0,0,0,0,0,0
"CCDC38",6,4,7,9,7,12
"CCDC39",24,19,17,4,6,3
"CCDC39-AS1",0,0,0,0,0,0
"CCDC40",153,265,192,143,89,65
"CCDC42",2,4,1,1,0,0
"CCDC43",245,277,236,380,195,246
"CCDC47",1549,2060,1905,1595,1061,1317
"CCDC50",1281,1248,1257,1793,900,1386
"CCDC51",242,237,226,206,115,143
"CCDC53",524,505,423,611,292,362
"CCDC54",0,0,0,0,0,0
"CCDC57",817,806,795,609,383,327
"CCDC58",105,111,100,149,73,63
"CCDC58P1",0,0,1,0,0,0
"CCDC58P2",0,0,0,0,0,0
"CCDC58P3",0,0,0,3,0,0
"CCDC58P5",0,0,0,0,0,0
"CCDC59",144,183,108,249,77,115
"CCDC6",630,467,536,486,231,302
"CCDC60",0,0,0,0,0,0
"CCDC61",82,72,83,120,67,65
"CCDC62",11,12,9,7,6,8
"CCDC63",0,0,0,0,0,0
"CCDC64",70,69,41,81,24,57
"CCDC64B",2,1,1,2,1,0
"CCDC65",11,28,24,16,21,10
"CCDC66",136,156,124,172,119,130
"CCDC67",0,1,9,0,0,3
"CCDC68",40,17,11,106,91,70
"CCDC69",282,310,488,102,95,127
"CCDC7",17,24,17,41,9,22
"CCDC70",0,0,0,0,0,0
"CCDC71",323,326,324,268,195,196
"CCDC71L",858,901,458,253,72,162
"CCDC73",1,0,0,0,3,0
"CCDC74A",85,43,88,60,27,22
"CCDC74B",50,44,114,68,29,48
"CCDC74BP1",0,0,1,0,0,0
"CCDC75P1",0,0,0,0,0,0
"CCDC77",38,48,55,69,37,38
"CCDC78",92,106,208,174,192,101
"CCDC79",2,6,2,8,3,3
"CCDC8",509,852,605,498,327,291
"CCDC80",3754,1828,6578,6391,2008,2391
"CCDC81",3,3,1,15,3,0
"CCDC82",164,200,165,353,171,229
"CCDC83",0,0,0,0,0,0
"CCDC84",343,312,311,340,218,194
"CCDC85A",19,6,4,0,13,0
"CCDC85B",1095,1010,873,1320,749,478
"CCDC85C",246,169,283,267,149,102
"CCDC86",417,582,334,384,272,195
"CCDC87",24,45,37,23,14,18
"CCDC88A",232,232,206,366,230,248
"CCDC88B",129,105,144,283,238,156
"CCDC88C",8,9,5,14,4,6
"CCDC89",2,12,3,23,11,2
"CCDC9",272,334,329,349,201,177
"CCDC90B",281,366,340,810,243,475
"CCDC91",209,277,225,387,239,305
"CCDC92",741,666,735,852,370,437
"CCDC93",790,813,962,1410,864,634
"CCDC94",195,190,194,223,112,112
"CCDC96",103,175,102,88,39,36
"CCDC97",526,545,562,541,344,297
"CCER1",0,0,0,0,0,0
"CCER2",3,12,4,21,11,9
"CCHCR1",439,601,565,408,253,181
"CCIN",0,0,2,14,0,0
"CCK",641,265,770,66,227,74
"CCKAR",0,0,0,1,0,0
"CCKBR",0,0,1,4,0,0
"CCL1",0,0,0,0,0,0
"CCL11",0,1,0,0,0,0
"CCL13",1,0,0,0,0,0
"CCL14",0,0,0,0,0,0
"CCL15",0,0,0,3,0,0
"CCL15-CCL14",0,0,0,0,0,0
"CCL16",0,0,0,0,0,0
"CCL17",0,0,0,0,0,0
"CCL18",0,0,0,0,0,0
"CCL19",0,0,0,0,0,0
"CCL2",6047,5239,4396,1642,260,501
"CCL20",28,110,6,4,1,0
"CCL21",0,0,0,0,0,0
"CCL22",0,3,0,0,1,0
"CCL23",0,0,0,0,0,0
"CCL24",0,0,0,0,0,0
"CCL25",1,1,0,0,0,0
"CCL26",3,2,0,0,0,0
"CCL27",0,0,0,0,0,0
"CCL28",123,223,253,113,78,101
"CCL3",12,3,8,55,5,0
"CCL3L3",3,3,12,5,1,0
"CCL4",10,10,2,42,4,0
"CCL4L2",1,5,0,7,0,0
"CCL5",20,20,20,65,11,6
"CCL7",233,38,43,9,0,0
"CCL8",0,1,0,87,1,2
"CCM2",659,618,565,643,310,364
"CCM2L",0,0,1,0,1,0
"CCNA1",8,7,4,3,0,1
"CCNA2",8,13,4,11,3,2
"CCNB1",75,84,71,123,67,55
"CCNB1IP1",591,758,517,737,588,691
"CCNB1IP1P1",0,0,0,0,0,0
"CCNB1IP1P2",0,0,0,0,0,0
"CCNB1IP1P3",0,0,0,0,0,0
"CCNB2",4,6,2,8,2,6
"CCNB2P1",0,0,0,0,0,0
"CCNB3",14,14,35,11,23,22
"CCNB3P1",0,0,0,0,0,0
"CCNC",739,818,515,751,324,547
"CCND1",605,196,309,3319,373,974
"CCND2",60,73,104,2318,207,749
"CCND2-AS1",6,6,13,1,0,2
"CCND2-AS2",4,0,0,0,0,0
"CCND2P1",0,0,0,0,0,0
"CCND3",1042,1524,1046,1199,806,698
"CCND3P1",0,0,0,0,0,0
"CCND3P2",0,0,0,0,0,0
"CCNDBP1",879,826,1031,804,458,486
"CCNE1",67,53,77,50,38,32
"CCNE2",6,1,2,0,0,2
"CCNF",81,202,222,160,81,30
"CCNG1",1661,1726,1883,2127,945,1461
"CCNG1P1",0,0,0,0,0,0
"CCNG2",444,755,1011,506,308,673
"CCNG2P1",0,0,0,0,0,0
"CCNH",455,451,362,417,218,247
"CCNHP1",0,0,0,0,0,0
"CCNI",2189,2883,2131,4175,1635,2188
"CCNI2",33,88,58,72,9,37
"CCNJ",66,92,63,162,55,76
"CCNJL",20,26,25,23,0,2
"CCNJP1",0,0,0,0,0,0
"CCNJP2",0,0,0,0,0,0
"CCNK",581,677,598,511,287,283
"CCNL1",766,824,578,740,452,387
"CCNL2",1928,1804,1909,3198,1523,1223
"CCNL2P1",0,0,0,0,0,0
"CCNO",60,54,46,66,38,24
"CCNT1",523,608,485,655,446,548
"CCNT2",255,372,331,477,276,340
"CCNT2-AS1",6,14,11,20,5,0
"CCNT2P1",0,0,0,0,0,0
"CCNY",943,870,916,1381,664,872
"CCNYL1",287,276,176,572,197,216
"CCNYL2",14,8,15,13,5,5
"CCNYL3",0,0,0,0,0,0
"CCP110",138,175,169,272,181,161
"CCPG1",117,174,155,441,155,275
"CCR1",11,7,18,250,13,75
"CCR10",84,67,104,43,17,7
"CCR12P",0,0,0,0,0,0
"CCR2",1,0,0,71,5,6
"CCR3",3,4,20,2,4,2
"CCR4",1,0,2,0,1,2
"CCR5",2,0,9,121,3,50
"CCR6",0,2,0,0,0,0
"CCR7",2,5,1,0,0,0
"CCR8",0,0,0,0,0,0
"CCR9",3,5,9,10,0,7
"CCRL2",0,0,0,3,5,0
"CCS",413,327,438,378,204,148
"CCSAP",104,181,134,170,113,184
"CCSER1",1,2,0,0,0,0
"CCSER2",365,404,377,611,370,504
"CCT2",1190,1476,1082,1936,912,1244
"CCT3",2510,3171,2700,2610,1400,1761
"CCT4",1637,1624,1428,1847,1012,1253
"CCT4P1",0,0,0,0,0,0
"CCT4P2",0,0,0,0,0,0
"CCT5",1346,1853,1123,1777,753,1147
"CCT5P1",0,0,0,0,0,0
"CCT5P2",0,0,0,3,0,0
"CCT6A",1825,1929,1585,2075,1179,1438
"CCT6B",119,153,139,111,86,50
"CCT6P1",18,25,28,18,14,23
"CCT6P2",0,0,0,0,0,0
"CCT6P3",62,35,48,104,36,43
"CCT6P4",0,0,0,0,0,0
"CCT7",2425,3168,2086,2927,1522,1673
"CCT7P1",0,0,0,1,0,0
"CCT7P2",0,0,0,0,0,0
"CCT8",1603,1994,1429,2181,1088,1349
"CCT8L1P",0,1,0,0,0,0
"CCT8L2",0,0,0,0,0,0
"CCT8P1",6,8,5,18,4,2
"CCZ1",143,77,82,108,38,54
"CCZ1B",43,46,62,70,33,46
"CD101",5,31,31,20,9,10
"CD109",10,12,11,48,8,13
"CD14",588,510,459,2604,180,443
"CD151",3823,2611,4530,4047,1763,1843
"CD160",4,1,1,0,0,0
"CD163",10,8,5,1035,40,229
"CD163L1",16,9,13,15,7,3
"CD164",2154,2351,2277,3559,1355,2498
"CD164L2",7,10,37,27,22,25
"CD177",10,6,59,121,93,37
"CD177P1",0,0,0,0,1,0
"CD180",0,3,1,43,2,3
"CD19",1,1,7,0,5,4
"CD1A",0,0,0,0,0,0
"CD1B",0,0,0,3,0,0
"CD1C",0,0,0,14,0,0
"CD1D",49,72,71,88,16,22
"CD1E",0,0,0,1,0,0
"CD2",3,5,1,20,0,0
"CD200",52,54,31,764,67,223
"CD200R1",1,1,3,23,0,8
"CD200R1L",0,0,0,0,0,0
"CD207",0,0,0,11,0,0
"CD209",13,2,2,106,4,30
"CD22",140,123,6,57,1,11
"CD226",5,4,4,8,2,2
"CD24",296,20,150,33,18,1
"CD244",0,0,0,14,1,1
"CD247",0,1,2,15,0,0
"CD248",2582,2668,3405,5488,1479,2671
"CD24P2",0,0,0,0,0,0
"CD24P4",0,0,0,0,0,0
"CD27",2,2,3,0,0,0
"CD27-AS1",213,190,309,473,167,167
"CD274",38,41,29,39,11,20
"CD276",525,239,597,707,230,269
"CD28",0,0,0,156,11,40
"CD2AP",322,375,344,527,332,590
"CD2BP2",1289,1582,1245,1407,736,729
"CD300A",61,258,272,238,63,85
"CD300C",0,0,1,38,0,6
"CD300E",2,2,0,27,0,3
"CD300LB",0,0,0,5,0,4
"CD300LD",0,0,0,0,0,0
"CD300LF",1,0,1,0,0,0
"CD300LG",30,15,24,42,26,26
"CD302",619,702,640,972,578,932
"CD320",616,736,857,769,471,438
"CD33",2,1,2,98,5,15
"CD34",70,47,87,63,36,55
"CD36",0,1,1,2,0,0
"CD37",1,4,7,151,12,27
"CD38",41,39,23,12,1,6
"CD3D",2,5,0,10,0,0
"CD3E",1,4,0,29,0,0
"CD3EAP",104,114,116,170,169,146
"CD3G",2,1,1,12,1,1
"CD4",23,33,29,793,52,252
"CD40",76,89,79,85,35,34
"CD40LG",0,0,1,3,0,0
"CD44",329,42,150,302,28,21
"CD46",1786,1894,2090,3688,1654,2569
"CD46P1",0,0,0,0,0,0
"CD47",1416,954,1524,1241,985,1130
"CD48",3,2,0,50,5,5
"CD5",2,2,0,4,0,0
"CD52",3,2,2,19,2,0
"CD53",2,5,1,351,22,122
"CD55",378,338,478,829,216,435
"CD58",127,107,133,138,67,91
"CD59",6046,7894,7327,3220,1562,1958
"CD5L",0,0,0,0,0,0
"CD6",2,3,1,12,2,0
"CD63",5933,6000,6389,5439,1691,2371
"CD68",0,0,1,2,0,0
"CD69",0,0,0,5,0,1
"CD7",9,17,3,2,0,0
"CD70",0,0,0,0,0,0
"CD72",59,67,76,115,37,18
"CD74",1130,1949,1260,19694,1975,3618
"CD79A",4,5,0,3,4,0
"CD79B",0,0,0,5,0,1
"CD80",0,0,0,3,1,0
"CD81",7599,9230,10642,7455,3774,3533
"CD81-AS1",7,6,5,0,1,0
"CD82",701,455,1026,600,220,211
"CD83",1116,2575,2654,3883,1238,1870
"CD84",2,8,1,166,23,71
"CD86",2,2,7,204,10,26
"CD8A",7,9,9,68,5,1
"CD8B",2,1,0,16,2,1
"CD8BP",0,0,0,0,0,0
"CD9",56,14,58,323,64,94
"CD93",18,3,6,565,37,144
"CD96",8,3,2,15,0,11
"CD99",3470,2884,4455,3570,1315,2325
"CD99L2",1812,1614,2169,1387,904,863
"CD99P1",222,102,126,60,34,74
"CDA",2,0,0,11,1,0
"CDADC1",101,106,90,144,108,127
"CDAN1",262,250,273,379,215,153
"CDC123",679,701,651,908,359,419
"CDC14A",41,67,52,144,45,70
"CDC14B",260,212,230,292,166,148
"CDC14C",0,0,0,0,0,0
"CDC16",775,627,823,1095,536,556
"CDC20",13,25,15,33,7,4
"CDC20B",2,1,2,5,0,0
"CDC20P1",23,78,71,51,22,65
"CDC23",277,254,282,375,173,225
"CDC25A",40,62,35,66,34,36
"CDC25B",449,1002,588,366,176,187
"CDC25C",6,3,5,6,0,2
"CDC26",157,210,181,287,97,224
"CDC27",633,753,552,979,544,588
"CDC27P1",0,0,2,0,0,0
"CDC27P2",0,0,0,0,0,0
"CDC27P3",1,1,2,0,1,2
"CDC34",615,643,611,528,301,284
"CDC37",2329,2466,2061,1833,908,821
"CDC37L1",297,333,278,313,160,226
"CDC37L1-AS1",7,18,13,14,4,3
"CDC37P1",0,0,0,0,0,0
"CDC40",399,518,422,696,355,462
"CDC42",1358,1351,1144,2795,1233,1997
"CDC42-IT1",0,1,0,0,1,4
"CDC42BPA",1084,1037,1185,2686,1559,1738
"CDC42BPB",1979,2208,2243,2130,1456,1460
"CDC42BPG",466,174,567,314,350,251
"CDC42EP1",1446,1487,1640,1382,589,698
"CDC42EP2",205,425,178,901,694,348
"CDC42EP3",1682,1779,1712,2377,1226,1625
"CDC42EP3P1",0,0,0,0,0,0
"CDC42EP4",569,1109,510,490,240,306
"CDC42EP5",630,790,635,494,294,245
