	id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
55787	TRGV7	1.2654794729	0.8979776869	1.6329812589	1.8185098392	0.8627567316	0.9124719678	1
18277	HIST1H4C	1.2801308559	0.8717320743	1.6885296376	1.9369823452	0.9538108044	0.9124993125	1
2008	AC016999.2	1.2850755323	0.881621427	1.6885296376	1.9152547634	0.9375363094	0.9125082665	1
49952	RPL21P67	1.2932536622	0.8979776869	1.6885296376	1.8803692589	0.911016	0.9125227778	1
49150	RP5-1028K7.2	1.2985923878	0.8717320743	1.7254527013	1.9793383222	0.9850182289	0.9125320531	1
8543	C4orf22	1.3014317921	0.9143339467	1.6885296376	1.8467318682	0.8849744129	0.9125369234	1
18951	HSPA8P15	1.3035370641	0.881621427	1.7254527013	1.9571356236	0.9687437338	0.9125405064	1
58761	ZSCAN5B	1.3067705177	0.8880883341	1.7254527013	1.9428840972	0.9581998395	0.9125459634	1
43771	RP11-515O17.3	1.3084817405	0.8915107797	1.7254527013	1.9354255052	0.9526507792	0.9125488289	1
35732	RP1-266L20.2	1.3121092433	0.8618427215	1.762375765	2.0448925552	1.0320250416	0.9125548521	1
9255	CCNG1	1585.4235152758	1576.18599454	1594.6610360117	1.0117213587	0.0168120077	0.9125560922	1
13086	CTD-3076O17.2	1.3170539196	0.8717320743	1.762375765	2.0216942992	1.0155648635	0.9125629512	1
49699	RP6-201G10.2	1.3170539196	0.8717320743	1.762375765	2.0216942992	1.0155648635	0.9125629512	1
13176	CTD-3195I5.3	1.321998596	0.881621427	1.762375765	1.9990164837	0.9992903685	0.9125709233	1
1719	AC011933.2	1.3305707751	0.8618427215	1.7992988287	2.0877345526	1.0619382905	0.9125844471	1
20672	KLHL10	1.3355154515	0.8717320743	1.7992988287	2.0640502762	1.0454781124	0.9125920789	1
39467	RP11-281O15.8	1.3404601278	0.881621427	1.7992988287	2.0408973439	1.0292036174	0.9125995887	1
49842	RPL14P3	1.3432995322	0.9242232994	1.762375765	1.9068722527	0.9312081962	0.9126038464	1
46786	RP11-77K12.5	1.3486382578	0.8979776869	1.7992988287	2.0037233163	1.0026833081	0.9126117449	1
48230	RP13-753N3.3	1.3486382578	0.8979776869	1.7992988287	2.0037233163	1.0026833081	0.9126117449	1
38585	RP11-21B21.4	1.3535829341	0.9078670396	1.7992988287	1.981896853	0.98688188	0.912618937	1
30116	PPIAL4A	1.3539769833	0.8717320743	1.8362218924	2.1064062533	1.0747837094	0.9126195051	1
40947	RP11-356O9.1	1.3539769833	0.8717320743	1.8362218924	2.1064062533	1.0747837094	0.9126195051	1
48203	RP13-631K18.3	1.3568163877	0.9143339467	1.7992988287	1.9678792799	0.9766417209	0.9126235765	1
27228	NOXO1	3.1060081997	3.5557757821	2.6562406173	0.7470214041	-0.4207785144	0.9126241488	1
4541	ACVR1C	1.3670997896	0.8979776869	1.8362218924	2.0448413355	1.0319889051	0.9126380019	1
46548	RP11-755B10.3	1.3670997896	0.8979776869	1.8362218924	2.0448413355	1.0319889051	0.9126380019	1
33349	RNASE13	1.372044466	0.9078670396	1.8362218924	2.0225669755	1.016187477	0.9126447619	1
45561	RP11-661O13.1	1.372044466	0.9078670396	1.8362218924	2.0225669755	1.016187477	0.9126447619	1
27276	NPIPP1	37.5665117636	37.274108695	37.8589148322	1.0156893393	0.022459204	0.9126569636	1
18903	HSF2	217.1625067984	222.6406627501	211.6843508468	0.9507892594	-0.0728024889	0.9128319797	1
10179	CISD3	282.0683854524	286.2115327998	277.925238105	0.971048355	-0.042384956	0.9130260262	1
35738	RP1-267L14.6	3.092097295	3.6018001002	2.5823944898	0.7169732961	-0.4800087085	0.9131039167	1
9065	CCDC144B	42.3954067791	37.6123688912	47.1784446671	1.2543332435	0.3269206854	0.9131403016	1
52138	SLC2A12	124.6170574106	113.4218035416	135.8123112796	1.1974092021	0.2599162625	0.9132956548	1
58414	ZNF576	170.6908680889	167.1597459106	174.2219902672	1.0422484751	0.0596992613	0.9133128727	1
17364	GP6	4.4935855375	5.0119590235	3.9752120515	0.7931453615	-0.3343427988	0.9133742232	1
30392	PRELID2	15.9635924594	16.2705824281	15.6566024906	0.9622644155	-0.0554947159	0.9135528911	1
46162	RP11-713P17.3	8.0420514432	8.4021705927	7.6819322937	0.9142794959	-0.1292928293	0.9135806591	1
21710	LINC00494	38.4515006538	33.1391941117	43.7638071958	1.3206056565	0.4011997305	0.9136013742	1
15612	FAM195B	572.4969420733	577.2860829601	567.7078011865	0.9834080847	-0.0241378791	0.913736405	1
12921	CTD-2583A14.11	24.4412804755	24.7739350415	24.1086259094	0.9731447939	-0.0392736158	0.9137884139	1
15249	ERVW-1	9.3139874137	8.5612678985	10.066706929	1.1758429999	0.2336954425	0.9138162448	1
28982	PCBD1	645.8861631303	654.3976772357	637.3746490248	0.9739867227	-0.0380259891	0.9139205367	1
7404	ATP6V1B2	1106.5280886744	1106.7161851106	1106.3399922383	0.9996600819	-0.0004904815	0.9140055551	1
44696	RP11-576D8.4	1.6002716392	2.0109663503	1.1895769282	0.5915449197	-0.7574403693	0.9140543794	1
51291	SCNN1A	2427.9686645337	2304.9276896778	2551.0096393897	1.1067634142	0.1463468593	0.9142554993	1
10758	CPTP	504.8232489646	488.3745473265	521.2719506028	1.067361011	0.0940482181	0.9142777275	1
37829	RP11-16N11.2	29.4717609439	27.0063792755	31.9371426123	1.1825777268	0.2419350101	0.9144013424	1
20064	ITPKA	5.3691225367	5.3616205086	5.3766245648	1.0027984182	0.0040316255	0.9144343578	1
10229	CLCN5	99.5736218758	99.4734460791	99.6737976725	1.0020141214	0.0029028406	0.9146049944	1
57373	WEE1	306.6318940461	307.7043965471	305.5593915451	0.9930290076	-0.0100922336	0.9146445061	1
14420	DTX1	10.1950145583	10.1912810752	10.1987480414	1.0007326818	0.0010566494	0.91469565	1
691	AC005682.6	3.6750737804	3.6706475852	3.6794999756	1.0024116699	0.0034751155	0.9148254571	1
33417	RNF167	1115.9683458569	1139.125450016	1092.8112416977	0.959342311	-0.0598824077	0.9148376483	1
6041	ALOX12	0.6998175162	0.9405795593	0.4590554731	0.4880559742	-1.0348814778	0.9148664937	1
9089	CCDC168	0.6998175162	0.9405795593	0.4590554731	0.4880559742	-1.0348814778	0.9148664937	1
22351	LINC01483	0.6998175162	0.9405795593	0.4590554731	0.4880559742	-1.0348814778	0.9148664937	1
43010	RP11-469J4.3	0.6998175162	0.9405795593	0.4590554731	0.4880559742	-1.0348814778	0.9148664937	1
44101	RP11-53M11.3	0.6998175162	0.9405795593	0.4590554731	0.4880559742	-1.0348814778	0.9148664937	1
45239	RP11-630D6.5	0.6998175162	0.9405795593	0.4590554731	0.4880559742	-1.0348814778	0.9148664937	1
48424	RP3-406P24.4	0.6998175162	0.9405795593	0.4590554731	0.4880559742	-1.0348814778	0.9148664937	1
14647	EDIL3	9.4517426958	8.6335378291	10.2699475625	1.1895410393	0.2504050458	0.9149014226	1
30734	PSMC1	665.2956272143	668.2325972907	662.3586571379	0.9912097372	-0.012737735	0.9150314291	1
51565	SERPINB6	1571.5471639602	1594.9868892396	1548.1074386808	0.9706082533	-0.0430389671	0.9150436232	1
23092	MANSC1	969.5627827083	980.4445893325	958.680976084	0.9778023016	-0.0323852936	0.9152415326	1
49287	RP5-1113E3.3	3.9179824734	3.8890810073	3.9468839394	1.0148628768	0.0212848109	0.9153295622	1
29976	POLR2G	614.1045241441	622.7154635116	605.4935847766	0.9723439038	-0.0404614306	0.9153528087	1
30784	PSMG2	411.5125532684	423.9770948337	399.0480117032	0.9412018162	-0.0874239903	0.9155071634	1
29039	PCDHB18P	15.7671776791	16.4508792706	15.0834760876	0.9168796293	-0.1251957499	0.9156114424	1
10488	CNTNAP3P5	7.0940390563	6.3185563277	7.8695217848	1.2454619974	0.3166810015	0.9156455312	1
48491	RP3-439F8.1	1.5745487559	2.1258381534	1.0232593584	0.4813439616	-1.054859903	0.9156466181	1
55921	TRIP12	2129.0104458272	2120.270647904	2137.7502437504	1.0082440399	0.0118448775	0.9157258744	1
2049	AC017104.2	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
2084	AC018730.4	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
11941	CTD-2012K14.2	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
13263	CTSLP4	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
17300	GOLGA6A	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
18501	HMGN2P10	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
18665	HNRNPCL1	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
21681	LINC00458	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
27672	ODF3L2	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
30594	PRR31	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
31911	RN7SKP160	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
32771	RN7SL819P	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
35672	RP1-228H13.1	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
36060	RP11-1018N14.5	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
39852	RP11-301L8.2	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
44792	RP11-586K12.2	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
46848	RP11-78F17.1	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
47513	RP11-886D15.1	0.6916393863	0.9242232994	0.4590554731	0.4966932487	-1.0095729579	0.9158780588	1
6765	APEX1	1549.3039502104	1593.7178489709	1504.89005145	0.944263787	-0.0827381516	0.9159212544	1
38011	RP11-180M15.6	3.8941822159	3.9153266199	3.873037812	0.9891991621	-0.0156670771	0.9159462214	1
51312	SCUBE1	3.7962901566	3.6542913253	3.9382889878	1.0777162074	0.1079773264	0.9161393859	1
55923	TRIP4	239.453093587	245.1131032737	233.7930839004	0.9538171594	-0.0682153575	0.9162107237	1
41313	RP11-378J18.9	7.883171525	8.3987481471	7.3675949028	0.8772253643	-0.1889805679	0.9162218314	1
17244	GNG10	3.8795308329	3.9415722325	3.8174894333	0.9685194659	-0.0461470497	0.9163279105	1
57141	VPREB3	5.2790964495	5.4403573463	5.1178355526	0.9407167998	-0.0881676259	0.9163348447	1
53029	SNRNP27	269.9076757761	266.4155421494	273.3998094028	1.02621569	0.0373339884	0.916336644	1
58299	ZNF436-AS1	63.932849908	61.8808558934	65.9848439227	1.0663208026	0.0926415382	0.91636598	1
5070	AKR1D1	0.6866947099	0.9143339467	0.4590554731	0.5020654376	-0.9940526821	0.9164948518	1
15871	FAM90A2P	0.6866947099	0.9143339467	0.4590554731	0.5020654376	-0.9940526821	0.9164948518	1
31231	RALGAPA1P	0.6866947099	0.9143339467	0.4590554731	0.5020654376	-0.9940526821	0.9164948518	1
39705	RP11-296K13.4	0.6866947099	0.9143339467	0.4590554731	0.5020654376	-0.9940526821	0.9164948518	1
49538	RP5-901A4.1	0.6866947099	0.9143339467	0.4590554731	0.5020654376	-0.9940526821	0.9164948518	1
27433	NSA2	778.9316963153	790.6944650745	767.1689275561	0.9702469936	-0.0435760373	0.9165421589	1
9699	CENPK	6.0691237884	5.9658503811	6.1723971957	1.0346215211	0.0491031063	0.9165959948	1
42752	RP11-455F5.4	2.3505707103	2.4427871187	2.2583543018	0.9244990218	-0.1132563017	0.9165981224	1
9424	CDC14B	212.0731727634	210.7696072415	213.3767382853	1.0123695777	0.0177360594	0.9166517587	1
30239	PPP1R3B	462.8995810666	456.5530431009	469.2461190323	1.0278019742	0.0395623284	0.9167000121	1
53694	ST3GAL5-AS1	7.2373444671	6.2725320097	8.2021569244	1.3076309394	0.3869554178	0.9168032149	1
1589	AC010886.2	0.6834612563	0.9078670396	0.4590554731	0.5056417439	-0.983812523	0.9169003235	1
32106	RN7SKP70	0.6834612563	0.9078670396	0.4590554731	0.5056417439	-0.983812523	0.9169003235	1
45540	RP11-65L3.3	0.6834612563	0.9078670396	0.4590554731	0.5056417439	-0.983812523	0.9169003235	1
46014	RP11-700H6.2	0.6834612563	0.9078670396	0.4590554731	0.5056417439	-0.983812523	0.9169003235	1
48619	RP3-522J7.6	0.6834612563	0.9078670396	0.4590554731	0.5056417439	-0.983812523	0.9169003235	1
28986	PCBP2	1623.7822571937	1677.0313354954	1570.533178892	0.9364960246	-0.0946552245	0.916905449	1
44113	RP11-540K16.1	0.6813559844	0.9405795593	0.4221324094	0.4488003223	-1.1558543828	0.9171652363	1
58827	uc_338	0.6813559844	0.9405795593	0.4221324094	0.4488003223	-1.1558543828	0.9171652363	1
44476	RP11-563J2.2	1.5500143661	2.0767693738	1.0232593584	0.4927168954	-1.0211691519	0.917189378	1
1102	AC007566.10	12.9457582677	12.9213491011	12.9701674342	1.0037781142	0.0054403959	0.9171895222	1
10600	COPS7A	1064.0335152098	1083.0673613511	1044.9996690685	0.9648519625	-0.0516204887	0.9172571472	1
14178	DNAJC25	156.6246951465	159.1986205759	154.0507697172	0.9676639732	-0.0474219444	0.9173038801	1
35590	RP1-178F10.1	3.9146607824	3.6508688798	4.178452685	1.144509108	0.1947289439	0.917368044	1
8437	C20orf196	64.2413686063	61.3346529999	67.1480842126	1.0947821652	0.1306438374	0.9174115789	1
40880	RP11-353N14.2	2.3279526004	2.3606278354	2.2952773655	0.9723164876	-0.0405021094	0.917468163	1
17419	GPR1	43.5116977638	50.5309398208	36.4924557067	0.7221804272	-0.4695687745	0.9174898446	1
57441	WNT5A-AS1	1.5450696897	2.066880021	1.0232593584	0.4950743865	-1.0142827839	0.9175032133	1
19677	IGSF8	1064.1370199536	1073.4545476742	1054.819492233	0.9826401076	-0.0252649693	0.9175115903	1
3473	AC098820.4	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
7132	ASB11	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
8607	C6orf58	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
9831	CFLAR-AS1	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
12166	CTD-2135D7.2	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
14774	EGFEM1P	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
14945	EIF5AP2	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
17643	GS1-124K5.9	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
18369	HM13-IT1	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
19780	IL6STP1	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
29689	PLA2G2C	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
30636	PRSS33	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
38044	RP11-182J23.1	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
41925	RP11-407G23.4	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
41979	RP11-410E4.1	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
42266	RP11-42F12.1	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
49027	RP4-781K5.2	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
50360	RPL7AP4	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
52311	SLC6A4	0.67851658	0.8979776869	0.4590554731	0.5112103339	-0.9680110949	0.9175236753	1
9384	CD47	1208.7762465482	1170.9070135458	1246.6454795505	1.0646835873	0.0904247404	0.9175654	1
10403	CMYA5	46.5238552803	46.1483223303	46.8993882302	1.0162750423	0.0232909026	0.917626109	1
25421	MKI67	14.1264949207	14.0929179128	14.1600719286	1.0047650895	0.0068582439	0.9178059738	1
4597	ADAMTS13	172.0128154904	175.8626003137	168.1630306671	0.9562182657	-0.0645881306	0.9178182446	1
22792	LRRC59	968.7609050089	981.5487433308	955.973066687	0.9739435491	-0.0380899404	0.9179281369	1
11027	CTA-221G9.11	0.6752831264	0.8915107797	0.4590554731	0.5149185894	-0.9575837403	0.9179334732	1
12908	CTD-2576D5.1	0.6752831264	0.8915107797	0.4590554731	0.5149185894	-0.9575837403	0.9179334732	1
17880	GYG2P1	0.6752831264	0.8915107797	0.4590554731	0.5149185894	-0.9575837403	0.9179334732	1
18002	HBQ1	0.6752831264	0.8915107797	0.4590554731	0.5149185894	-0.9575837403	0.9179334732	1
19770	IL3RA	0.6752831264	0.8915107797	0.4590554731	0.5149185894	-0.9575837403	0.9179334732	1
36307	RP11-108M9.5	0.6752831264	0.8915107797	0.4590554731	0.5149185894	-0.9575837403	0.9179334732	1
6120	ANAPC15	216.2546544092	214.1371984427	218.3721103756	1.019776629	0.0282531801	0.9180702133	1
10198	CKAP5	1212.5308040494	1181.030566285	1244.0310418138	1.0533436452	0.0749761813	0.9180826136	1
57808	ZBED6	133.8198057282	128.0137936914	139.6258177649	1.090709163	0.1252664591	0.9181029751	1
4572	ADAM20	0.6735719036	0.8880883341	0.4590554731	0.5169029425	-0.95203468	0.9181510481	1
7331	ATP5C1P1	0.6735719036	0.8880883341	0.4590554731	0.5169029425	-0.95203468	0.9181510481	1
12138	CTD-2118P12.1	0.6735719036	0.8880883341	0.4590554731	0.5169029425	-0.95203468	0.9181510481	1
36315	RP11-1090M7.1	0.6735719036	0.8880883341	0.4590554731	0.5169029425	-0.95203468	0.9181510481	1
37904	RP11-174O3.1	0.6735719036	0.8880883341	0.4590554731	0.5169029425	-0.95203468	0.9181510481	1
40327	RP11-326C3.16	0.6735719036	0.8880883341	0.4590554731	0.5169029425	-0.95203468	0.9181510481	1
49212	RP5-1057J7.1	0.6735719036	0.8880883341	0.4590554731	0.5169029425	-0.95203468	0.9181510481	1
49926	RPL21P135	0.6735719036	0.8880883341	0.4590554731	0.5169029425	-0.95203468	0.9181510481	1
51375	SDR42E2	0.6735719036	0.8880883341	0.4590554731	0.5169029425	-0.95203468	0.9181510481	1
56999	VCX3B	0.6735719036	0.8880883341	0.4590554731	0.5169029425	-0.95203468	0.9181510481	1
58578	ZNF74	176.9363027509	176.6946838721	177.1779216296	1.0027348743	0.0039402041	0.9181950522	1
1188	AC008088.4	0.6731778544	0.9242232994	0.4221324094	0.4567428777	-1.1305458629	0.9182012187	1
5279	AL132709.1	0.6731778544	0.9242232994	0.4221324094	0.4567428777	-1.1305458629	0.9182012187	1
10557	COL6A5	0.6731778544	0.9242232994	0.4221324094	0.4567428777	-1.1305458629	0.9182012187	1
45345	RP11-640N11.2	0.6731778544	0.9242232994	0.4221324094	0.4567428777	-1.1305458629	0.9182012187	1
50700	RPS2P4	0.6731778544	0.9242232994	0.4221324094	0.4567428777	-1.1305458629	0.9182012187	1
55257	TNFRSF9	0.6731778544	0.9242232994	0.4221324094	0.4567428777	-1.1305458629	0.9182012187	1
57474	WWC2-AS1	0.6731778544	0.9242232994	0.4221324094	0.4567428777	-1.1305458629	0.9182012187	1
51153	SARAF	4942.5129321998	5020.1441623326	4864.881702067	0.9690721112	-0.0453240705	0.9182460062	1
30034	POP5	232.5545909385	229.144163423	235.965018454	1.029766654	0.0423174585	0.9182485467	1
20410	KCTD13	165.5895098994	161.0205276583	170.1584921405	1.0567503076	0.0796345324	0.9183461914	1
41370	RP11-380J14.1	12.2817104956	12.9461738824	11.6172471089	0.8973498436	-0.1562575465	0.9183529397	1
56606	UBXN2A	325.4889686094	326.3183399865	324.6595972323	0.9949167958	-0.0073522158	0.9183903112	1
23101	MAP1LC3B2	10.3848679607	10.4587832769	10.3109526444	0.9858654082	-0.0205373937	0.9184009692	1
13665	DCLRE1B	190.222328637	191.949834413	188.4948228609	0.9820004453	-0.0262044162	0.9184163699	1
53866	STX11	46.8424244216	42.8142272308	50.8706216125	1.1881709633	0.2487424373	0.9184284837	1
2010	AC017002.2	0.6703384501	0.881621427	0.4590554731	0.520694551	-0.9414907856	0.9185634983	1
7942	BRD2-IT1	0.6703384501	0.881621427	0.4590554731	0.520694551	-0.9414907856	0.9185634983	1
11178	CTB-113P19.4	0.6703384501	0.881621427	0.4590554731	0.520694551	-0.9414907856	0.9185634983	1
37024	RP11-133K1.1	0.6703384501	0.881621427	0.4590554731	0.520694551	-0.9414907856	0.9185634983	1
41130	RP11-365N19.2	0.6703384501	0.881621427	0.4590554731	0.520694551	-0.9414907856	0.9185634983	1
42620	RP11-449H3.3	0.6703384501	0.881621427	0.4590554731	0.520694551	-0.9414907856	0.9185634983	1
45318	RP11-63G10.3	0.6703384501	0.881621427	0.4590554731	0.520694551	-0.9414907856	0.9185634983	1
45769	RP11-680B3.2	0.6703384501	0.881621427	0.4590554731	0.520694551	-0.9414907856	0.9185634983	1
46030	RP11-701I24.1	0.6703384501	0.881621427	0.4590554731	0.520694551	-0.9414907856	0.9185634983	1
48295	RP3-332B22.1	0.6703384501	0.881621427	0.4590554731	0.520694551	-0.9414907856	0.9185634983	1
13103	CTD-3099C6.9	9.9105441118	10.047119198	9.7739690257	0.9728130853	-0.0397654603	0.9186085065	1
54337	TBX19	26.9157132629	28.085409773	25.7460167527	0.9167043301	-0.1254716067	0.9186573259	1
22589	LLNLR-284B4.2	2.2959742131	2.3705171881	2.2214312381	0.9371082603	-0.0937123687	0.9187137074	1
87	ABCB6	49.6100953531	49.7185714767	49.5016192296	0.9956363942	-0.0063091278	0.91874867	1
38818	RP11-23E10.2	0.6682331781	0.9143339467	0.4221324094	0.461682967	-1.1150255871	0.9188329804	1
50116	RPL30P4	0.6682331781	0.9143339467	0.4221324094	0.461682967	-1.1150255871	0.9188329804	1
53138	SNX19	1567.4064145859	1548.8579005628	1585.954928609	1.0239512147	0.0341469809	0.9189432756	1
57981	ZFP41	195.7887281654	193.6841927907	197.8932635401	1.0217316173	0.031016287	0.9190292273	1
19684	IKBKB	875.6053320359	878.5563493969	872.6543146748	0.9932821216	-0.0097245507	0.9191143736	1
54070	SYPL2	60.2466791042	61.5643966061	58.9289616023	0.9571922223	-0.0631194206	0.9191254438	1
1021	AC007325.1	0.6653937737	0.8717320743	0.4590554731	0.5266015633	-0.9252162906	0.9191976148	1
10235	CLCP2	0.6653937737	0.8717320743	0.4590554731	0.5266015633	-0.9252162906	0.9191976148	1
20290	KCNA7	0.6653937737	0.8717320743	0.4590554731	0.5266015633	-0.9252162906	0.9191976148	1
36408	RP11-10N23.5	0.6653937737	0.8717320743	0.4590554731	0.5266015633	-0.9252162906	0.9191976148	1
37330	RP11-147G7.3	0.6653937737	0.8717320743	0.4590554731	0.5266015633	-0.9252162906	0.9191976148	1
39767	RP11-299H22.1	0.6653937737	0.8717320743	0.4590554731	0.5266015633	-0.9252162906	0.9191976148	1
42775	RP11-456P18.2	0.6653937737	0.8717320743	0.4590554731	0.5266015633	-0.9252162906	0.9191976148	1
49445	RP5-844F9.1	0.6653937737	0.8717320743	0.4590554731	0.5266015633	-0.9252162906	0.9191976148	1
52516	SMIM24	0.6653937737	0.8717320743	0.4590554731	0.5266015633	-0.9252162906	0.9191976148	1
4470	ACTBP11	0.6649997245	0.9078670396	0.4221324094	0.4649716214	-1.104785428	0.9192483258	1
6607	AP001626.1	0.6649997245	0.9078670396	0.4221324094	0.4649716214	-1.104785428	0.9192483258	1
8031	BTF3L4P3	0.6649997245	0.9078670396	0.4221324094	0.4649716214	-1.104785428	0.9192483258	1
14459	DUSP5P1	0.6649997245	0.9078670396	0.4221324094	0.4649716214	-1.104785428	0.9192483258	1
17843	GUCY2EP	0.6649997245	0.9078670396	0.4221324094	0.4649716214	-1.104785428	0.9192483258	1
27612	NXF5	0.6649997245	0.9078670396	0.4221324094	0.4649716214	-1.104785428	0.9192483258	1
52329	SLC7A5P1	0.6649997245	0.9078670396	0.4221324094	0.4649716214	-1.104785428	0.9192483258	1
7936	BRCA1	47.9037279183	48.7354741251	47.0719817114	0.9658669082	-0.0501036886	0.9193523991	1
57345	WDR70	296.5143130045	297.2851912701	295.7434347389	0.9948138805	-0.0075014575	0.9193617698	1
30926	PTPRG-AS1	21.2383406878	18.4527122363	24.0239691392	1.30192076	0.3806416431	0.9195040664	1
13015	CTD-2653D5.1	7.1640414212	7.7294712192	6.5986116233	0.8536950894	-0.2282072143	0.9197029153	1
9889	CH17-270A2.1	2.2700686837	2.4294753204	2.110662047	0.8687727878	-0.20294918	0.9197362726	1
45539	RP11-65L3.2	2.2693345513	2.3541609282	2.1845081744	0.9279349378	-0.1079044407	0.9197654305	1
45778	RP11-680F20.9	2.2693345513	2.3541609282	2.1845081744	0.9279349378	-0.1079044407	0.9197654305	1
50594	RPS20P22	4.1630089555	3.6116894529	4.7143284581	1.3052972908	0.3843784284	0.9197870628	1
57828	ZBTB20-AS4	4.1637970539	3.5394195223	4.7881745856	1.3528135208	0.4359629841	0.9197944204	1
50912	RRAGC	221.4796774572	227.769761481	215.1895934335	0.9447680501	-0.0819679179	0.9198035308	1
9215	CCL22	0.6604490973	0.8618427215	0.4590554731	0.5326441375	-0.9087561125	0.9198358662	1
17605	GRM7	0.6604490973	0.8618427215	0.4590554731	0.5326441375	-0.9087561125	0.9198358662	1
29026	PCDHA8	0.6604490973	0.8618427215	0.4590554731	0.5326441375	-0.9087561125	0.9198358662	1
30953	PTX4	0.6604490973	0.8618427215	0.4590554731	0.5326441375	-0.9087561125	0.9198358662	1
35423	RP1-102K2.6	0.6604490973	0.8618427215	0.4590554731	0.5326441375	-0.9087561125	0.9198358662	1
48652	RP4-539M6.22	0.6604490973	0.8618427215	0.4590554731	0.5326441375	-0.9087561125	0.9198358662	1
22845	LSM11	61.3401460208	61.7771190892	60.9031729524	0.985853239	-0.0205552019	0.9198361165	1
58452	ZNF619	130.224052246	128.8507205267	131.5973839654	1.0213166324	0.0304302052	0.919836719	1
22149	LINC01212	0.6600550481	0.8979776869	0.4221324094	0.4700923147	-1.088984	0.9198869087	1
23611	MID1IP1-AS1	0.6600550481	0.8979776869	0.4221324094	0.4700923147	-1.088984	0.9198869087	1
54276	TBC1D2B	821.7088484361	843.8002317577	799.6174651145	0.9476383568	-0.0775915003	0.9200402536	1
17020	GGT7	892.8086931573	902.3622083197	883.2551779949	0.9788255424	-0.0308763459	0.9200955011	1
18859	HS3ST3B1	175.2511606014	162.9358259138	187.566495289	1.1511679168	0.2030982897	0.9201779392	1
23512	METTL9	1066.4973792011	1061.4898181754	1071.5049402269	1.0094349676	0.0135479687	0.9202591541	1
20075	ITPRIPL2	353.7727594437	356.9759661258	350.5695527617	0.9820536563	-0.0261262438	0.9202920085	1
37	AARSD1	13.3558130715	13.0392653657	13.6723607772	1.0485529969	0.0683997813	0.9202951453	1
4354	AC245033.1	0.6568215946	0.8915107797	0.4221324094	0.4735023053	-1.0785566453	0.9203067538	1
6788	APOBEC1	0.6568215946	0.8915107797	0.4221324094	0.4735023053	-1.0785566453	0.9203067538	1
